rank,code,ticker,company_name,sector,final_exploratory_weighted_score,bm_score,ep_score,gp_score,piotroski_score,sloan_quality_score,distress_safety_score,liquidity_score,anomaly_penalty,microcap_penalty,one_time_profit_penalty,missingness_penalty,bm_raw,ep_raw,gross_profitability,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,anomaly_flags,gp_missing_review_flag,phase1_top5_flag,phase2_selected_topn_flag,phase3_priority_flag,phase3_handoff_note,market,distress_review_flag,microcap_flag,one_time_profit_suspected,market_equity_final,liquidity_flag,in_market_percentile_top1200,in_sector_percentile_top1200,in_robust_zscore_top1200,in_winsorized_zscore_top1200,market_percentile_rank,market_percentile_score,sector_percentile_rank,sector_percentile_score,robust_zscore_rank,robust_zscore_score,winsorized_zscore_rank,winsorized_zscore_score,normalization_top1200_count,normalization_core_flag,normalization_robust_flag,normalization_fragile_flag,sector_adjusted_candidate_flag,outlier_sensitive_flag,normalization_review_note
21,3028,3028.T,"Alpen Co.,Ltd.",Retail Trade,0.9657243682170388,0.8067335707348656,0.4949090909090909,0.826758711374096,0.9209422394320748,0.4745928338762215,1.0,0.7583091319780574,0.0,0.0,0.0,0.0,1.5595882417716584,0.0726740158227618,0.5223581973581973,1.0,-0.016846328138027,375134426.6666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,77675630500.0,pass,True,True,True,True,21,0.9514426110386,118,0.9030509447229292,506,0.824869443605046,361,0.7311572304638281,4,True,True,False,False,False,Core across normalization methods.
22,2602,2602.T,"The Nisshin OilliO Group,Ltd.",Foods,0.965679975275605,0.9779864033667852,0.9669090909090908,0.3303747534516765,0.707647628267183,0.4879478827361563,1.0,0.8073572120038722,0.0,0.0,0.0,0.0,3.5048336109921365,0.2500798555060067,0.1922214853770505,0.8333333333333334,-0.0179748168521576,538747864.448649,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,56517946923.0,pass,True,True,True,True,22,0.9513797207222964,48,0.9288773849955724,4,0.9618375215105546,94,0.7841572453641568,4,True,True,False,False,False,Core across normalization methods.
23,2791,2791.T,"DAIKOKUTENBUSSAN CO.,LTD.",Retail Trade,0.9655851424854276,0.6238264810618324,0.8163636363636364,0.863905325443787,0.2102291061632784,0.6918566775244299,1.0,0.7950951919974185,0.0,0.0,0.0,0.0,1.086035287183094,0.1205480672168055,0.5903885638686288,0.5,-0.0422187492922017,485456225.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,56226534000.0,pass,True,True,True,True,23,0.9512453735946316,82,0.911489667214864,108,0.8682201507888736,453,0.7244853200062498,4,True,True,False,False,False,Core across normalization methods.
24,9682,9682.T,DTS CORPORATION,Information & Communication,0.9651273563958188,0.7704758821625122,0.972,0.6669953977646286,0.4406260083898031,0.2201954397394137,1.0,0.7941271377863827,0.0,0.0,0.0,0.0,1.4552379798967203,0.2616260111808794,0.3529177603343824,0.6666666666666666,0.0180070067586782,481370001.6666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,40779584384.0,pass,True,True,True,True,24,0.9505968400430106,13,0.9652758092749164,71,0.8776337098152588,416,0.7268247843098957,4,True,True,False,False,False,Core across normalization methods.
25,5105,5105.T,Toyo Tire Corporation,Rubber Products,0.9648001739384976,0.5302686953706701,0.7821818181818182,0.6107823800131492,0.707647628267183,0.6697068403908795,1.0,0.9486931268151017,0.0,0.0,0.0,0.0,0.9225291248042264,0.1122830903998516,0.3117353116105187,0.8333333333333334,-0.0399020539137104,3965561160.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,566550134784.0,pass,True,True,True,True,25,0.9501333292332876,11,0.9679281866949256,89,0.8728436833569497,218,0.7488347154471292,4,True,True,False,False,False,Core across normalization methods.
26,9997,9997.T,"BELLUNA CO.,LTD.",Retail Trade,0.9643022753963326,0.8141793460666883,0.6996363636363636,0.7347140039447732,0.707647628267183,0.3514657980456026,1.0,0.7663762504033559,0.0,0.0,0.0,0.0,1.5811978557981228,0.0985513911789237,0.4136535002656323,0.8333333333333334,-0.0028051726078156,389976626.6666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,89587776432.0,pass,True,True,True,True,26,0.9494279694217366,150,0.8955726458889611,512,0.8240398762548292,491,0.721535629134175,4,True,True,False,False,False,Core across normalization methods.
27,5406,5406.T,"Kobe Steel,Ltd.",Iron and Steel,0.9631605648962672,0.8190352865004856,0.8967272727272727,0.1926364234056541,0.9209422394320748,0.4071661237785016,1.0,0.9554695062923524,0.0,0.0,0.0,0.0,1.5960241103581545,0.1558519977682185,0.1463888763021639,1.0,-0.0094520108755603,4657884126.666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,775087915008.0,pass,True,True,True,True,27,0.9478105380878944,35,0.9409206650554132,46,0.887936022957781,118,0.7713835982105992,4,True,True,False,False,False,Core across normalization methods.
28,8276,8276.T,"HEIWADO CO.,LTD.",Retail Trade,0.962786844831248,0.8200064745872451,0.532,0.8040762656147271,0.707647628267183,0.5429967426710098,1.0,0.7415295256534365,0.0,0.0,0.0,0.0,1.6011494901321344,0.0771611023118606,0.4902917640247307,0.8333333333333334,-0.0244148751862063,328742838.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,123637425000.0,pass,True,True,True,True,28,0.9472810986693968,174,0.8913286616641939,609,0.8022319611277059,404,0.7276938958980137,4,True,True,False,False,False,Core across normalization methods.
29,1414,1414.T,"SHO-BOND Holdings Co.,Ltd.",Construction,0.9623996869718898,0.8313370022661055,0.9610909090909092,0.3655489809335963,0.707647628267183,0.1260586319218241,1.0,0.8802839625685706,0.0,0.0,0.0,0.0,1.667313357860232,0.2360272058306353,0.2052030505981185,0.8333333333333334,0.0431013204985807,1236836335.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,63810440610.0,pass,True,True,True,True,29,0.9467326222799504,10,0.9681595458874792,29,0.9054676281842352,377,0.729293389683499,4,True,True,False,False,False,Core across normalization methods.
30,3382,3382.T,"Seven & i Holdings Co.,Ltd.",Retail Trade,0.9617092086890396,0.4878601489155066,0.4709090909090909,0.6505588428665352,0.9209422394320748,0.6374592833876221,1.0,0.9883833494675702,0.0,0.0,0.0,0.0,0.8604768900717785,0.0705447196568325,0.3423436203407716,1.0,-0.0358170180935637,14576106490.833334,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,4239736176640.0,pass,True,True,True,True,30,0.9457544397985282,143,0.8964578159488402,106,0.868268697115225,21,0.9179400420428716,4,True,True,False,False,False,Core across normalization methods.
31,3863,3863.T,"Nippon Paper Industries Co.,Ltd.",Pulp and Paper,0.9615501648673708,0.979281320815798,0.86,0.1048652202498356,0.707647628267183,0.6013029315960912,1.0,0.8973862536302033,0.0,0.0,0.0,0.0,3.606671276476924,0.134407125336515,0.1121711399230203,0.8333333333333334,-0.0313100423839725,1578237018.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,141525235008.0,pass,True,True,True,True,31,0.945529126585935,42,0.9310882587318696,6,0.9528041154264262,90,0.7848537252927746,4,True,True,False,False,False,Core across normalization methods.
32,4204,4204.T,"Sekisui Chemical Co.,Ltd.",Chemicals,0.9615015256342816,0.5160246034315312,0.6367272727272727,0.6111111111111112,0.707647628267183,0.5596091205211726,1.0,0.9716037431429492,0.0,0.0,0.0,0.0,0.8996711203175161,0.0905803435205945,0.3118542980560914,0.8333333333333334,-0.026291472692984,7323462598.333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,928523747328.0,pass,True,True,True,True,32,0.945460220659566,30,0.9436540988075176,107,0.8682370781938411,75,0.7993834431465032,4,True,True,False,False,False,Core across normalization methods.
33,8278,8278.T,"FUJI CO.,LTD.",Retail Trade,0.9602509221678523,0.7348656523146649,0.692,0.8698224852071006,0.707647628267183,0.7560260586319218,1.0,0.7057115198451114,0.0,0.0,0.0,0.0,1.3580434047819971,0.0976097245789434,0.6015240407310001,0.8333333333333334,-0.0517714202800415,256673550.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,167319394358.0,pass,True,True,True,True,33,0.9436885235150636,146,0.8961743524135933,676,0.7761352355610598,347,0.7326451398190644,4,True,True,False,False,False,Core across normalization methods.
34,1723,1723.T,"NIHON DENGI CO.,LTD.",Construction,0.9601875907509162,0.6374231142764649,0.928,0.6663379355687048,0.4406260083898031,0.6299674267100976,1.0,0.8254275572765408,0.0,0.0,0.0,0.0,1.107349189413224,0.1796200925824799,0.3527587641341754,0.6666666666666666,-0.0348003680224857,641578548.3333334,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Standard Market(Domestic),False,False,False,35708700000.0,pass,True,True,True,True,34,0.9435988035570156,29,0.9441266934950832,42,0.8923523247109968,650,0.7109614826024716,4,True,True,False,False,True,Core across normalization methods.
35,2121,2121.T,"MIXI,Inc.",Information & Communication,0.9596757617725497,0.5691162188410489,0.6803636363636364,0.7876397107166337,0.4406260083898031,0.7159609120521173,1.0,0.8444659567602453,0.0,0.0,0.0,0.0,0.9856274396574592,0.0959086110788211,0.4701654666051857,0.6666666666666666,-0.0454207343272824,757822020.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,183977223750.0,pass,True,True,True,True,35,0.9428737088617044,8,0.9789955858207208,50,0.8867973639608772,629,0.7123698982713679,4,True,True,False,False,False,Core across normalization methods.
36,1662,1662.T,"Japan Petroleum Exploration Co.,Ltd.",Mining,0.9595032580197608,0.6931045645840078,0.9327272727272728,0.1890203813280736,0.9209422394320748,0.849185667752443,1.0,0.9748305905130688,0.0,0.0,0.0,0.0,1.2417513764926127,0.1846125181732306,0.1454772461186799,1.0,-0.0713848372396512,7950185018.333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,448766967808.0,pass,True,True,True,True,36,0.9426293273175652,2,0.992839400600908,59,0.8816838305755516,57,0.8174760492072892,4,True,True,False,False,False,Core across normalization methods.
37,9956,9956.T,"VALOR HOLDINGS CO.,LTD.",Retail Trade,0.958622405725816,0.6251213985108449,0.602909090909091,0.8257725180802103,0.707647628267183,0.739413680781759,1.0,0.7947725072604066,0.0,0.0,0.0,0.0,1.0884954397508355,0.0859772645970291,0.5220467880436152,0.8333333333333334,-0.0493334452688928,485283200.0,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,172754972720.0,pass,True,True,True,True,37,0.941381446965557,134,0.8980460241492683,174,0.8590689031353095,551,0.7176017160157355,4,True,True,False,False,False,Core across normalization methods.
38,7516,7516.T,"KOHNAN SHOJI CO.,LTD.",Retail Trade,0.9586032918939504,0.776303010683069,0.7327272727272728,0.7238658777120316,0.2102291061632784,0.5208469055374593,1.0,0.7615359793481769,0.0,0.0,0.0,0.0,1.4728443132235791,0.1041036239546465,0.4026422711883881,0.5,-0.0217564766786711,381394408.3333333,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,118036236715.0,pass,True,True,True,True,38,0.9413543689010502,197,0.8857989678385544,568,0.8142500570799575,597,0.7145521739331221,4,True,True,False,False,False,Core across normalization methods.
39,4922,4922.T,KOSE Holdings Corporation,Chemicals,0.9581383359160324,0.5730009711880868,0.2869090909090909,0.8593030900723209,0.4406260083898031,0.2456026058631921,1.0,0.8999677315262988,0.0,0.0,0.0,0.0,0.9974081025416932,0.0526579275093127,0.5794171618537364,0.6666666666666666,0.0127560119756623,1676975191.6666667,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,305576021714.0,pass,True,True,True,True,39,0.9406956779566304,110,0.9049151491283484,43,0.8891357595416305,354,0.7319773793832448,4,True,True,False,False,False,Core across normalization methods.
40,2212,2212.T,"YAMAZAKI BAKING CO.,LTD.",Foods,0.9576135902476718,0.4749109744253804,0.4829090909090909,0.774819197896121,0.707647628267183,0.6612377850162867,1.0,0.9219102936431108,0.0,0.0,0.0,0.0,0.8400760054843739,0.0714683279819037,0.4531366515798815,0.8333333333333334,-0.0388169447605016,2279715938.3333335,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,608073551280.0,pass,True,True,True,True,40,0.9399522845252348,34,0.9416591153200818,75,0.877214431827068,383,0.7289809298906126,4,True,True,False,False,False,Core across normalization methods.
41,3608,3608.T,"TSI HOLDINGS CO.,LTD.",Textiles and Apparels,0.957038447109566,0.7669148591777274,0.3163636363636363,0.8293885601577909,0.0203291384317521,0.0690553745928338,1.0,0.8176831235882542,0.0,0.0,0.0,0.0,1.4477643062725285,0.0552891132156512,0.5250051663566853,0.1666666666666666,0.072995246747399,596071966.6666666,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,68603017473.0,pass,True,True,True,True,41,0.939137494319694,117,0.903103654496006,39,0.8946145787886967,552,0.7175700008010193,4,True,True,False,False,False,Core across normalization methods.
42,6457,6457.T,GLORY LTD.,Machinery,0.9562915584328152,0.5924247329232761,0.7447272727272727,0.6676528599605522,0.707647628267183,0.7273615635179154,1.0,0.8476928041303646,0.0,0.0,0.0,0.0,1.0275330080484286,0.1061018465274201,0.353628963783949,0.8333333333333334,-0.0470460325268204,805967148.3333334,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,229741524750.0,pass,True,True,True,True,42,0.9380793967121136,55,0.9252523015225298,62,0.8799345190439383,748,0.7054753654402659,4,True,True,False,False,True,Core across normalization methods.
43,3405,3405.T,"KURARAY CO.,LTD.",Chemicals,0.9561473100492096,0.7966979605050178,0.5345454545454545,0.3228139381985536,0.2102291061632784,0.7234527687296417,1.0,0.9380445304937076,0.0,0.0,0.0,0.0,1.5276641889637002,0.0774720501138713,0.1891107938483066,0.5,-0.0464738593212676,2948053131.6666665,False,,False,False,True,priority_top100,Priority qualitative moat/theme validation.,Prime Market (Domestic),False,False,False,494333116830.0,pass,True,True,True,True,43,0.9378750438087408,49,0.9281467172545458,78,0.8750356712913916,324,0.734254548473419,4,True,True,False,False,False,Core across normalization methods.
